id_achat,id_client,date_achat,montant,produit
3618,386,2025-06-30,1745.15,Headphones
3619,386,2025-02-25,1345.9,Smartwatch
3620,387,2025-04-24,1792.01,Printer
3621,387,2025-08-14,697.2,Smartwatch
3622,387,2025-10-13,345.78,Camera
3623,387,2025-07-28,1885.04,Monitor
3624,387,2025-10-26,961.49,Tablet
3625,387,2025-03-22,1931.87,Printer
3626,387,2026-01-12,722.29,Printer
3627,387,2025-03-09,1649.57,Headphones
3628,387,2025-08-13,174.06,Tablet
3629,387,2026-01-07,660.99,Camera
3630,388,2025-10-21,48.09,Monitor
3631,388,2026-01-02,1868.96,Monitor
3632,388,2025-08-10,1731.32,Smartphone
3633,388,2025-08-01,1588.19,Printer
3634,388,2025-09-24,540.35,Laptop
3635,388,2025-04-14,1976.71,Tablet
3636,388,2025-09-03,1275.9,Smartphone
3637,388,2025-08-04,92.24,Headphones
3638,388,2025-10-31,851.95,Tablet
3639,388,2025-12-01,1209.87,Headphones
3640,389,2026-01-01,1944.05,Laptop
3641,389,2025-03-05,753.11,Camera
3642,389,2025-12-20,52.06,Smartwatch
3643,389,2025-11-25,1014.13,Smartphone
3644,389,2025-11-06,1404.65,Monitor
3645,389,2026-01-01,839.83,Camera
3646,389,2025-09-28,717.38,Printer
3647,390,2025-04-12,1055.88,Camera
3648,390,2025-11-22,244.49,Tablet
3649,390,2025-06-25,928.47,Camera
3650,390,2025-10-08,370.25,Tablet
3651,390,2025-10-07,1094.67,Printer
3652,390,2025-04-19,584.36,Printer
3653,390,2026-01-07,1275.53,Smartphone
3654,390,2025-09-12,1990.82,Smartphone
3655,390,2025-05-07,197.48,Laptop
3656,390,2025-08-27,1240.2,Printer
3657,390,2025-11-23,225.28,Smartphone
3658,390,2025-08-29,1274.38,Laptop
3659,390,2025-08-08,1342.07,Printer
3660,390,2025-02-11,439.5,Monitor
3661,391,2025-02-17,1715.56,Smartphone
3662,391,2025-05-24,714.22,Monitor
3663,391,2025-09-04,837.61,Printer
3664,391,2025-07-22,35.06,Camera
3665,391,2026-01-05,1568.75,Smartwatch
3666,391,2025-10-19,549.87,Smartwatch
3667,391,2025-01-31,628.65,Printer
3668,391,2025-09-14,1353.14,Laptop
3669,391,2025-02-20,1802.37,Printer
3670,392,2025-12-22,84.7,Laptop
3671,392,2025-04-14,323.68,Camera
3672,392,2025-08-05,1684.72,Camera
3673,392,2025-06-30,683.48,Printer
3674,392,2025-07-11,498.83,Printer
3675,392,2025-08-03,401.47,Printer
3676,392,2026-01-08,1660.53,Printer
3677,392,2025-03-27,275.16,Printer
3678,392,2025-12-25,1955.16,Tablet
3679,393,2025-07-02,333.72,Headphones
3680,393,2025-06-06,217.16,Tablet
3681,393,2025-02-15,1018.43,Printer
3682,393,2025-08-30,1689.2,Smartwatch
3683,393,2025-10-08,1677.93,Tablet
3684,393,2025-09-17,1898.43,Headphones
3685,393,2025-07-05,204.64,Laptop
3686,393,2025-08-29,886.09,Tablet
3687,394,2025-07-17,75.08,Smartphone
3688,394,2025-08-04,1152.15,Laptop
3689,394,2025-11-27,1489.83,Tablet
3690,394,2025-08-16,1967.16,Camera
3691,394,2025-06-26,389.38,Headphones
3692,394,2025-07-18,607.91,Headphones
3693,394,2025-11-23,1458.1,Printer
3694,394,2025-11-20,1545.38,Laptop
3695,394,2025-03-06,564.43,Tablet
3696,394,2025-07-25,1262.33,Smartphone
3697,394,2025-03-30,239.64,Smartphone
3698,395,2026-01-16,1791.32,Smartphone
3699,395,2025-01-31,173.22,Camera
3700,395,2025-09-10,1827.18,Headphones
3701,395,2025-05-14,793.78,Monitor
3702,395,2025-07-28,1594.97,Printer
3703,395,2025-06-12,165.68,Smartphone
3704,395,2025-03-27,436.39,Printer
3705,395,2025-09-03,763.0,Camera
3706,395,2025-04-14,1274.43,Monitor
3707,395,2025-02-05,1620.93,Tablet
3708,395,2025-04-26,611.53,Tablet
3709,396,2025-01-28,1326.14,Laptop
3710,396,2025-12-11,252.07,Camera
3711,396,2025-05-29,1987.6,Monitor
3712,396,2026-01-16,1989.93,Laptop
3713,396,2025-06-06,333.61,Smartwatch
3714,396,2025-09-01,1854.63,Headphones
3715,396,2025-09-25,1220.1,Laptop
3716,396,2025-08-14,1045.63,Tablet
3717,396,2025-01-29,448.29,Camera
3718,396,2025-03-04,247.28,Headphones
3719,396,2025-04-30,78.41,Tablet
3720,397,2025-08-04,1880.9,Smartwatch
3721,397,2025-10-29,561.86,Headphones
3722,397,2025-05-23,1907.39,Camera
3723,397,2025-06-04,1422.01,Smartwatch
3724,397,2025-04-19,944.75,Monitor
3725,397,2025-12-25,883.4,Printer
3726,397,2025-06-10,1846.25,Smartwatch
3727,397,2025-08-23,362.46,Smartwatch
3728,397,2025-03-30,1924.51,Smartphone
3729,397,2025-05-27,1175.62,Smartwatch
3730,398,2025-11-12,347.99,Headphones
3731,398,2025-05-05,1908.45,Monitor
3732,398,2025-09-08,878.27,Monitor
3733,398,2025-09-07,859.0,Smartwatch
3734,398,2025-03-07,1635.47,Smartphone
3735,398,2025-07-31,1222.45,Printer
3736,398,2025-08-16,415.45,Camera
3737,398,2025-04-26,760.44,Smartphone
3738,398,2025-06-10,909.82,Laptop
3739,398,2025-12-01,1917.03,Smartwatch
3740,398,2025-12-01,1182.0,Smartwatch
3741,398,2025-03-30,1215.69,Camera
3742,398,2026-01-04,808.65,Smartphone
3743,399,2025-12-22,1585.97,Camera
3744,399,2025-12-26,505.73,Headphones
3745,399,2025-05-22,1320.77,Camera
3746,399,2025-03-19,307.18,Camera
3747,399,2025-02-16,262.16,Camera
3748,399,2025-09-24,1382.82,Camera
3749,399,2025-05-18,443.27,Camera
3750,399,2025-08-01,1799.51,Smartphone
3751,399,2025-05-21,783.47,Headphones
3752,399,2026-01-15,1063.98,Smartphone
3753,400,2025-07-13,1130.7,Smartphone
3754,400,2025-12-18,1156.42,Printer
3755,400,2025-05-23,1370.62,Printer
3756,400,2025-03-20,649.21,Camera
3757,400,2025-08-16,412.34,Laptop
3758,400,2025-06-14,1609.4,Monitor
3759,400,2025-08-21,112.65,Smartwatch
3760,400,2025-12-01,854.05,Smartphone
3761,400,2025-04-09,916.51,Camera
3762,400,2025-07-30,1190.52,Headphones
3763,400,2025-10-31,1161.3,Smartwatch
3764,401,2025-06-02,1160.0,Laptop
3765,401,2025-04-09,1825.05,Smartwatch
3766,401,2026-01-15,279.49,Printer
3767,401,2025-07-21,93.28,Laptop
3768,401,2025-08-10,688.03,Laptop
3769,401,2025-06-10,157.52,Smartphone
3770,401,2025-05-31,1663.1,Printer
3771,401,2026-01-01,1452.04,Smartwatch
3772,401,2025-07-16,648.04,Camera
3773,401,2025-04-24,812.68,Camera
3774,401,2025-06-08,997.76,Laptop
3775,401,2025-11-25,798.79,Monitor
3776,401,2025-05-16,996.81,Smartphone
3777,402,2025-08-29,1689.29,Smartphone
3778,402,2025-10-21,77.99,Laptop
3779,402,2025-10-27,1654.4,Tablet
3780,402,2025-05-03,228.17,Camera
3781,402,2025-04-23,1725.55,Printer
3782,402,2025-01-20,468.16,Smartphone
3783,402,2025-05-10,398.5,Camera
3784,402,2025-09-03,1635.97,Laptop
3785,402,2025-12-05,1869.54,Laptop
3786,402,2025-12-11,534.18,Laptop
3787,403,2025-11-15,168.58,Camera
3788,403,2025-02-14,1382.08,Printer
3789,403,2025-11-18,554.43,Tablet
3790,403,2025-12-18,1851.22,Monitor
3791,403,2025-08-25,257.4,Camera
3792,403,2025-03-19,1726.55,Printer
3793,403,2025-03-31,1281.07,Smartphone
3794,403,2025-11-18,1053.09,Headphones
3795,403,2025-05-20,1164.21,Monitor
3796,403,2025-04-14,1953.17,Camera
3797,403,2025-11-04,1549.84,Monitor
3798,403,2025-02-18,467.14,Smartwatch
3799,403,2025-05-31,1537.08,Smartphone
3800,404,2025-06-11,718.96,Headphones
3801,404,2025-02-19,1325.77,Headphones
3802,404,2025-05-05,1396.03,Smartphone
3803,404,2025-02-26,1944.1,Laptop
3804,404,2025-11-16,440.7,Headphones
3805,404,2025-04-02,946.94,Printer
3806,404,2025-04-07,392.08,Smartphone
3807,404,2025-03-22,694.09,Camera
3808,404,2025-09-01,1525.77,Smartwatch
3809,404,2025-04-06,1422.85,Tablet
3810,404,2025-06-20,1698.66,Smartphone
3811,404,2025-10-11,1829.97,Headphones
3812,404,2025-12-31,1835.06,Printer
3813,405,2025-02-22,1036.66,Printer
3814,405,2025-11-06,392.15,Smartwatch
3815,405,2025-06-30,857.73,Smartwatch
3816,405,2025-05-14,1903.96,Smartphone
3817,405,2025-01-23,311.63,Smartphone
3818,405,2025-09-02,1495.15,Headphones
3819,405,2026-01-01,52.84,Monitor
3820,405,2025-03-13,390.32,Laptop
3821,405,2025-11-30,962.96,Monitor
3822,405,2025-11-07,716.87,Smartphone
3823,405,2025-05-01,1855.32,Smartphone
3824,405,2025-10-26,721.77,Headphones
3825,405,2025-02-18,318.23,Printer
3826,406,2025-10-29,1025.7,Laptop
3827,406,2025-03-23,893.85,Camera
3828,406,2025-06-07,213.67,Printer
3829,406,2025-07-30,1469.36,Printer
3830,406,2026-01-18,403.98,Headphones
3831,406,2025-09-29,817.33,Smartwatch
3832,406,2025-07-28,1068.53,Monitor
3833,406,2025-08-11,1046.86,Smartphone
3834,406,2025-08-27,1368.7,Headphones
3835,407,2025-11-19,125.21,Laptop
3836,407,2025-10-22,1158.96,Headphones
3837,407,2025-01-20,150.38,Smartphone
3838,407,2025-05-30,565.41,Printer
3839,407,2025-04-14,795.98,Smartphone
3840,407,2025-07-25,455.38,Smartwatch
3841,407,2025-08-10,1000.44,Tablet
3842,407,2025-10-25,1575.74,Camera
3843,407,2025-06-14,1281.06,Smartwatch
3844,407,2025-12-09,1473.09,Smartphone
3845,407,2025-12-26,386.46,Monitor
3846,408,2025-08-10,1483.4,Headphones
3847,408,2025-12-18,357.06,Smartphone
3848,408,2025-10-28,349.96,Camera
3849,408,2025-06-19,1801.74,Tablet
3850,408,2026-01-02,1925.24,Monitor
3851,408,2025-11-30,867.29,Laptop
3852,408,2025-08-19,371.48,Smartwatch
3853,408,2025-06-19,1764.89,Tablet
3854,408,2025-10-21,1364.82,Laptop
3855,409,2025-08-03,1174.65,Monitor
3856,409,2025-04-30,1748.97,Monitor
3857,409,2025-11-29,236.58,Laptop
3858,409,2025-03-09,1143.19,Smartwatch
3859,409,2025-10-03,1674.01,Tablet
3860,410,2025-07-23,1514.89,Smartphone
3861,410,2026-01-12,217.99,Camera
3862,410,2025-12-10,916.18,Camera
3863,410,2025-04-30,1979.79,Smartwatch
3864,410,2025-09-06,1333.55,Smartwatch
3865,410,2025-10-13,741.29,Laptop
3866,410,2025-06-21,1658.94,Smartwatch
3867,411,2025-05-31,1553.56,Monitor
3868,411,2025-12-01,243.27,Laptop
3869,411,2025-11-02,312.84,Printer
3870,411,2025-11-22,1715.41,Tablet
3871,411,2025-05-03,727.24,Laptop
3872,411,2025-07-20,503.85,Printer
3873,411,2025-05-09,731.65,Smartphone
3874,411,2025-08-30,403.81,Printer
3875,412,2025-03-02,1284.69,Smartwatch
3876,412,2025-02-17,1756.75,Monitor
3877,412,2025-09-28,1974.92,Tablet
3878,412,2026-01-13,545.31,Camera
3879,412,2025-01-27,1778.23,Printer
3880,413,2025-12-25,566.97,Headphones
3881,413,2025-01-20,101.38,Camera
3882,413,2025-02-01,1671.66,Smartphone
3883,413,2025-03-16,878.25,Monitor
3884,413,2025-05-10,1141.99,Camera
3885,414,2025-09-08,591.05,Laptop
3886,414,2025-08-20,1007.88,Tablet
3887,414,2025-12-05,943.31,Tablet
3888,414,2025-02-13,1055.91,Smartwatch
3889,414,2025-04-14,1255.11,Tablet
3890,414,2025-09-10,621.22,Smartwatch
3891,414,2025-11-16,147.94,Smartwatch
3892,415,2026-01-15,580.37,Smartphone
3893,415,2025-03-01,125.32,Smartwatch
3894,415,2025-05-17,30.08,Camera
3895,415,2025-05-14,1327.3,Laptop
3896,415,2025-04-04,118.81,Tablet
3897,415,2025-05-16,713.43,Smartwatch
3898,415,2025-07-12,1574.82,Tablet
3899,415,2025-07-27,1908.3,Smartwatch
3900,415,2025-09-06,302.44,Headphones
3901,415,2025-06-22,875.46,Smartphone
3902,416,2025-10-15,595.79,Laptop
3903,416,2025-09-24,956.89,Camera
3904,416,2025-05-01,512.48,Printer
3905,416,2025-05-02,856.68,Smartphone
3906,416,2025-07-27,1788.21,Smartwatch
3907,416,2025-08-31,1202.14,Tablet
3908,416,2025-06-08,1136.54,Camera
3909,416,2025-09-01,1612.67,Tablet
3910,416,2025-10-07,1372.98,Headphones
3911,416,2025-03-11,515.04,Printer
3912,417,2026-01-05,189.48,Monitor
3913,417,2025-09-27,1100.74,Printer
3914,417,2025-12-26,1569.16,Printer
3915,417,2025-06-21,210.16,Monitor
3916,417,2025-12-12,1394.38,Camera
3917,417,2025-11-02,947.39,Printer
3918,417,2025-10-08,943.77,Printer
3919,417,2025-05-05,933.34,Laptop
3920,418,2025-06-18,1915.83,Printer
3921,418,2025-10-18,195.09,Tablet
3922,418,2025-03-06,1238.11,Smartwatch
3923,418,2025-11-23,1577.53,Camera
3924,418,2026-01-13,272.0,Smartwatch
3925,418,2025-10-02,126.0,Printer
3926,418,2025-12-20,269.35,Laptop
3927,418,2025-05-03,936.36,Monitor
3928,418,2025-12-31,1681.61,Smartphone
3929,419,2025-02-12,1306.76,Camera
3930,419,2025-04-07,1196.79,Smartwatch
3931,419,2025-11-11,1139.58,Camera
3932,419,2025-10-03,1731.34,Smartphone
3933,419,2025-11-09,1486.14,Laptop
3934,419,2025-02-25,1409.11,Tablet
3935,419,2025-03-07,1132.86,Monitor
3936,419,2025-11-20,290.08,Tablet
3937,419,2025-03-05,615.77,Smartwatch
3938,419,2025-08-28,1443.9,Laptop
3939,419,2025-12-05,1615.12,Headphones
3940,419,2025-09-11,247.12,Laptop
3941,419,2025-09-04,322.98,Smartphone
3942,420,2025-09-03,1049.25,Headphones
3943,420,2025-02-08,424.5,Monitor
3944,420,2025-10-15,68.82,Monitor
3945,420,2025-12-08,793.61,Smartphone
3946,420,2025-07-27,613.85,Monitor
3947,420,2025-06-19,1965.74,Headphones
3948,420,2025-07-16,1686.61,Smartwatch
3949,420,2025-04-02,1646.94,Monitor
3950,420,2025-08-08,1721.44,Smartphone
3951,420,2025-05-24,876.06,Laptop
3952,420,2025-07-31,385.92,Headphones
3953,421,2025-10-25,1102.43,Monitor
3954,421,2025-06-14,971.32,Smartwatch
3955,421,2025-10-03,1341.72,Monitor
3956,421,2025-09-18,747.33,Smartwatch
3957,421,2025-03-23,794.55,Smartphone
3958,421,2025-03-25,938.65,Printer
3959,421,2025-05-26,313.37,Smartwatch
3960,421,2025-07-06,925.02,Printer
3961,421,2025-04-23,41.82,Smartwatch
3962,421,2026-01-09,87.49,Monitor
3963,421,2025-08-11,104.41,Camera
3964,422,2025-04-25,1926.34,Monitor
3965,422,2025-03-08,1767.2,Monitor
3966,422,2025-03-15,568.27,Tablet
3967,422,2025-08-15,728.34,Headphones
3968,422,2025-01-29,710.69,Printer
3969,422,2025-03-11,1035.83,Tablet
3970,422,2025-02-20,1318.72,Camera
3971,422,2025-11-12,1318.75,Camera
3972,422,2025-11-26,929.77,Tablet
3973,422,2025-10-16,571.11,Smartwatch
3974,422,2025-06-06,1848.48,Smartphone
3975,422,2025-09-15,1834.0,Monitor
3976,423,2025-04-16,1324.76,Smartwatch
3977,423,2025-02-24,276.26,Camera
3978,423,2025-02-06,1185.93,Camera
3979,423,2025-12-02,1177.3,Printer
3980,423,2025-10-07,153.79,Laptop
3981,423,2026-01-04,1707.02,Tablet
3982,423,2025-09-11,478.77,Smartphone
3983,423,2025-03-23,1008.88,Monitor
3984,424,2025-07-04,660.85,Headphones
3985,424,2025-04-06,1963.03,Headphones
3986,424,2025-06-29,228.75,Tablet
3987,424,2025-10-07,1461.76,Printer
3988,424,2025-04-07,1516.51,Printer
3989,424,2025-08-12,1846.3,Laptop
3990,424,2025-08-19,1231.57,Smartphone
3991,424,2025-03-27,94.09,Smartphone
3992,424,2025-11-20,894.23,Camera
3993,424,2025-01-28,1220.94,Laptop
3994,424,2025-03-25,1848.63,Camera
3995,425,2025-03-15,283.77,Headphones
3996,425,2026-01-02,407.52,Monitor
3997,425,2025-12-16,886.28,Smartwatch
3998,425,2025-04-06,466.48,Tablet
3999,425,2025-06-17,879.44,Headphones
4000,425,2025-03-21,190.32,Laptop
4001,425,2025-02-23,1265.65,Smartphone
4002,425,2025-06-23,423.01,Tablet
4003,425,2025-05-17,1788.72,Camera
4004,425,2025-11-26,1553.28,Smartphone
4005,425,2025-02-14,694.61,Monitor
4006,426,2025-05-08,396.47,Headphones
4007,426,2025-08-08,1149.33,Monitor
4008,426,2025-03-11,1011.68,Camera
4009,426,2025-12-12,1244.59,Tablet
4010,426,2025-05-16,1607.16,Monitor
4011,426,2025-05-31,866.47,Printer
4012,426,2026-01-05,1750.47,Smartphone
4013,426,2025-11-02,271.84,Smartwatch
4014,426,2025-11-27,219.81,Monitor
4015,426,2025-08-03,476.54,Camera
4016,426,2025-05-15,64.63,Smartwatch
4017,427,2025-12-27,1412.48,Smartphone
4018,427,2025-04-25,1747.44,Tablet
4019,427,2025-03-03,1936.87,Smartphone
4020,427,2025-10-10,1078.16,Headphones
4021,427,2025-07-06,1709.33,Smartwatch
4022,427,2025-10-17,810.45,Laptop
4023,427,2025-07-17,1100.96,Smartphone
4024,427,2025-03-18,1173.89,Smartwatch
4025,427,2025-06-10,1313.4,Laptop
4026,427,2025-04-18,689.33,Smartwatch
4027,427,2025-01-25,417.01,Laptop
4028,428,2025-05-19,295.79,Camera
4029,428,2025-11-30,1849.87,Laptop
4030,428,2025-08-17,486.52,Smartphone
4031,428,2026-01-01,1615.21,Laptop
4032,428,2025-07-19,704.77,Smartphone
4033,428,2025-10-06,1900.82,Smartphone
4034,428,2025-03-01,1777.29,Monitor
4035,428,2025-12-10,1894.27,Smartwatch
4036,428,2025-08-26,1452.19,Smartphone
4037,429,2025-11-24,1307.67,Printer
4038,429,2025-08-19,965.63,Headphones
4039,429,2025-01-18,62.46,Laptop
4040,429,2025-08-15,72.18,Headphones
4041,429,2025-06-28,1077.69,Printer
4042,429,2025-03-18,1370.24,Laptop
4043,429,2025-05-19,1113.94,Laptop
4044,429,2025-09-19,786.51,Printer
4045,429,2025-08-24,1396.97,Printer
4046,429,2025-10-23,1408.65,Tablet
4047,429,2025-12-17,248.85,Smartphone
4048,429,2025-10-08,1796.35,Camera
4049,430,2025-04-06,716.54,Camera
4050,430,2025-10-04,884.32,Laptop
4051,430,2025-11-13,491.58,Smartphone
4052,430,2025-03-09,1185.46,Headphones
4053,430,2026-01-01,837.87,Laptop
4054,430,2025-12-30,1982.06,Laptop
4055,430,2025-07-26,1749.05,Headphones
4056,430,2025-03-06,1628.99,Smartphone
4057,430,2025-01-28,132.18,Monitor
4058,430,2025-09-22,377.58,Laptop
4059,431,2026-01-08,1783.04,Smartwatch
4060,431,2025-03-08,276.84,Printer
4061,431,2025-05-31,967.83,Smartphone
4062,431,2025-10-11,1320.05,Smartphone
4063,431,2025-10-10,515.39,Headphones
4064,431,2025-02-06,999.96,Camera
4065,431,2025-03-27,1797.33,Headphones
4066,431,2025-01-31,898.21,Smartwatch
4067,432,2025-02-03,1884.03,Smartwatch
4068,432,2025-10-23,1740.56,Headphones
4069,432,2025-07-15,1063.15,Smartwatch
4070,432,2025-11-10,651.34,Smartphone
4071,432,2025-09-26,126.92,Printer
4072,432,2025-07-07,1416.89,Monitor
4073,432,2025-07-21,573.97,Headphones
4074,432,2025-11-30,1825.86,Headphones
4075,432,2025-06-27,623.78,Headphones
4076,432,2025-09-25,263.04,Tablet
4077,432,2025-09-28,91.02,Headphones
4078,432,2025-10-09,1402.72,Monitor
4079,433,2025-12-05,1675.92,Smartwatch
4080,433,2025-09-19,570.38,Printer
4081,433,2025-05-28,614.82,Smartphone
4082,433,2025-04-14,138.25,Printer
4083,433,2025-08-01,1000.81,Printer
4084,433,2025-12-22,781.63,Laptop
4085,433,2025-11-06,464.41,Printer
4086,433,2025-12-21,385.17,Printer
4087,433,2025-11-03,1074.33,Smartwatch
4088,433,2025-11-11,81.99,Camera
4089,434,2025-02-01,1875.7,Camera
4090,434,2025-01-24,1846.94,Smartwatch
4091,434,2026-01-10,1624.28,Headphones
4092,434,2025-04-14,1519.36,Camera
4093,434,2025-06-08,1457.06,Printer
4094,434,2025-02-17,1734.17,Laptop
4095,434,2025-08-15,1618.65,Printer
4096,434,2025-11-04,1905.9,Smartwatch
4097,434,2025-05-15,1719.86,Monitor
4098,435,2025-07-05,1542.64,Smartwatch
4099,435,2025-05-24,341.85,Printer
4100,435,2025-12-03,945.32,Headphones
4101,435,2026-01-02,281.11,Laptop
4102,435,2025-12-03,575.79,Smartwatch
4103,435,2025-08-14,189.36,Headphones
4104,435,2025-12-23,1547.25,Smartwatch
4105,436,2025-02-21,688.31,Printer
4106,436,2025-10-30,96.44,Smartwatch
4107,436,2025-09-10,736.16,Smartwatch
4108,436,2025-03-20,1569.2,Laptop
4109,436,2025-12-23,266.13,Camera
4110,436,2025-12-28,1675.28,Tablet
4111,436,2025-10-19,898.74,Laptop
4112,436,2025-09-18,891.02,Monitor
4113,436,2025-02-20,93.27,Camera
4114,436,2025-03-31,970.81,Headphones
4115,436,2025-04-29,829.05,Smartphone
4116,437,2025-12-01,641.77,Smartphone
4117,437,2025-07-24,892.07,Smartwatch
4118,437,2025-02-07,1536.63,Smartwatch
4119,437,2025-11-15,533.89,Monitor
4120,437,2025-12-17,271.9,Tablet
4121,437,2025-08-17,310.87,Laptop
4122,437,2026-01-16,480.69,Laptop
4123,437,2025-02-17,384.83,Monitor
4124,437,2025-09-26,1168.18,Laptop
4125,438,2025-07-19,1115.75,Headphones
4126,438,2025-08-28,140.41,Smartwatch
4127,438,2025-03-01,1951.06,Laptop
4128,438,2025-06-12,1363.21,Camera
4129,438,2025-09-06,1090.07,Laptop
4130,438,2025-10-12,1209.15,Camera
4131,438,2025-03-01,236.14,Monitor
4132,438,2025-03-16,244.1,Smartphone
4133,438,2025-12-01,489.22,Camera
4134,438,2025-12-22,1149.32,Printer
4135,438,2026-01-04,161.36,Printer
4136,438,2025-06-17,1754.19,Tablet
4137,439,2025-10-20,733.37,Printer
4138,439,2025-03-10,1796.84,Camera
4139,439,2025-03-01,951.96,Smartwatch
4140,439,2025-10-27,1251.39,Tablet
4141,439,2025-09-21,749.24,Smartwatch
4142,439,2025-03-01,1862.01,Laptop
4143,439,2025-06-07,230.34,Headphones
4144,439,2025-02-25,1619.91,Camera
4145,439,2025-12-18,1881.08,Printer
4146,439,2025-02-02,1664.84,Laptop
4147,439,2025-09-01,1320.98,Tablet
4148,439,2025-01-29,774.56,Smartphone
4149,440,2025-03-08,1911.26,Headphones
4150,440,2025-05-23,1139.5,Printer
4151,440,2025-10-16,1087.16,Smartphone
4152,440,2025-07-30,1698.24,Laptop
4153,440,2025-06-27,1222.06,Monitor
4154,440,2025-04-19,647.54,Headphones
4155,440,2025-12-22,1675.3,Smartwatch
4156,440,2025-10-18,1823.92,Camera
4157,440,2025-04-06,501.29,Camera
4158,440,2025-05-05,477.16,Camera
4159,441,2025-03-29,497.27,Printer
4160,441,2025-06-06,736.52,Camera
4161,441,2025-04-04,1129.71,Smartphone
4162,441,2025-01-22,1830.98,Monitor
4163,441,2025-03-24,1218.33,Monitor
4164,441,2025-09-13,1576.88,Headphones
4165,441,2025-09-18,1147.3,Tablet
4166,441,2025-05-08,1852.92,Headphones
4167,441,2025-07-27,1557.37,Printer
4168,442,2025-03-13,1354.73,Tablet
4169,442,2025-11-01,1218.98,Smartwatch
4170,442,2025-03-23,696.31,Smartphone
4171,442,2025-02-19,181.38,Printer
4172,442,2025-01-26,1019.95,Tablet
4173,442,2025-08-10,1160.5,Headphones
4174,442,2025-06-11,1801.75,Monitor
4175,442,2025-07-29,50.71,Smartphone
4176,442,2025-12-21,848.88,Monitor
4177,443,2025-11-28,87.47,Printer
4178,443,2025-08-16,67.38,Tablet
4179,443,2025-05-17,1980.07,Tablet
4180,443,2025-03-08,1039.5,Printer
4181,443,2025-08-24,1810.44,Camera
4182,443,2025-06-04,272.36,Headphones
4183,443,2025-01-24,1429.73,Smartphone
4184,443,2025-11-15,686.88,Camera
4185,443,2025-03-29,1191.13,Smartphone
4186,444,2025-11-23,1988.39,Laptop
4187,444,2026-01-17,166.03,Camera
4188,444,2025-05-26,1900.84,Printer
4189,444,2025-06-06,1269.05,Printer
4190,444,2025-11-03,592.8,Monitor
4191,444,2025-11-10,1406.23,Tablet
4192,444,2025-10-14,1452.94,Smartphone
4193,444,2025-01-18,321.47,Laptop
4194,445,2025-12-24,1305.82,Printer
4195,445,2025-10-06,654.47,Tablet
4196,445,2025-08-14,1027.16,Smartwatch
4197,445,2025-05-24,1890.64,Smartphone
4198,445,2025-10-30,479.88,Monitor
4199,445,2025-08-19,695.41,Printer
4200,445,2025-11-15,584.81,Printer
4201,445,2025-10-29,650.79,Tablet
4202,446,2025-04-11,1907.96,Laptop
4203,446,2025-07-03,1631.69,Headphones
4204,446,2025-03-10,872.46,Smartwatch
4205,446,2025-03-28,1158.77,Camera
4206,446,2025-12-26,216.94,Smartwatch
4207,446,2025-08-07,347.87,Smartwatch
4208,446,2025-08-03,562.22,Monitor
4209,446,2025-06-08,462.79,Tablet
4210,447,2025-10-24,1977.84,Smartphone
4211,447,2025-03-06,1850.54,Smartwatch
4212,447,2025-11-23,299.19,Headphones
4213,447,2025-04-22,1113.28,Tablet
4214,447,2025-02-14,74.15,Laptop
4215,447,2025-10-16,1920.52,Headphones
4216,447,2025-03-16,33.2,Laptop
4217,447,2025-03-10,751.69,Smartwatch
4218,448,2025-07-13,1884.78,Printer
4219,448,2025-02-06,1469.54,Tablet
4220,448,2025-03-04,1665.45,Smartwatch
4221,448,2025-08-30,1837.63,Smartphone
4222,448,2025-07-12,899.92,Printer
4223,448,2025-08-10,996.65,Smartphone
4224,448,2025-04-29,1731.72,Smartwatch
4225,448,2025-03-19,1468.63,Smartphone
4226,448,2025-09-01,1937.51,Smartphone
4227,448,2025-06-29,1493.67,Headphones
4228,448,2025-10-09,1460.18,Camera
4229,448,2025-02-18,330.32,Camera
4230,448,2025-06-22,566.69,Smartphone
4231,448,2025-08-22,1419.48,Camera
4232,449,2025-06-17,218.87,Camera
4233,449,2025-03-06,396.99,Laptop
4234,449,2025-11-28,1899.38,Laptop
4235,449,2025-07-31,506.91,Printer
4236,449,2025-12-29,1746.79,Headphones
4237,449,2025-02-26,1353.23,Smartwatch
4238,449,2025-05-14,950.83,Monitor
4239,449,2026-01-01,1631.46,Monitor
4240,449,2025-03-17,579.55,Headphones
4241,449,2025-12-05,1276.85,Smartphone
4242,450,2025-09-06,1902.65,Headphones
4243,450,2025-01-20,26.33,Smartphone
4244,450,2025-10-01,991.57,Headphones
4245,450,2025-12-01,1425.78,Laptop
4246,450,2025-01-29,847.96,Smartwatch
4247,450,2025-02-08,1234.49,Headphones
4248,450,2025-01-24,1282.67,Monitor
4249,450,2025-05-30,1070.31,Tablet
4250,450,2025-12-15,1758.22,Headphones
4251,451,2026-01-03,990.64,Printer
4252,451,2025-08-12,1203.73,Monitor
4253,451,2025-10-26,604.93,Headphones
4254,451,2025-07-02,242.49,Smartwatch
4255,451,2025-06-21,850.8,Monitor
4256,451,2025-11-01,664.29,Printer
4257,451,2025-09-02,249.32,Monitor
4258,451,2025-06-02,1913.5,Smartphone
4259,451,2025-08-21,708.21,Printer
4260,451,2025-10-29,1415.54,Monitor
4261,451,2025-05-25,1683.44,Monitor
4262,451,2025-05-02,1210.1,Headphones
